SteamRatio(mol:mol EB),Pressure(bar),Temperature(K),EconomicPotential($/hr)
7.000000,0.400000,800.000000,-170.146453
7.000000,0.400000,805.000000,-104.647789
7.000000,0.400000,810.000000,-45.152265
7.000000,0.400000,815.000000,8.746221
7.000000,0.400000,820.000000,57.417019
7.000000,0.400000,825.000000,101.195432
7.000000,0.400000,830.000000,140.387679
7.000000,0.400000,835.000000,175.269474
7.000000,0.400000,840.000000,206.088559
7.000000,0.400000,845.000000,233.076155
7.000000,0.400000,850.000000,256.427547
7.000000,0.400000,855.000000,276.326909
7.000000,0.400000,860.000000,292.932902
7.000000,0.400000,865.000000,306.386730
7.000000,0.400000,870.000000,316.807702
7.000000,0.400000,875.000000,324.288251
7.000000,0.400000,880.000000,328.942393
7.000000,0.400000,885.000000,330.806587
7.000000,0.400000,890.000000,329.936967
7.000000,0.400000,895.000000,326.381386
7.000000,0.400000,900.000000,320.126305
7.000000,0.400000,905.000000,311.250049
7.000000,0.400000,910.000000,299.650495
7.000000,0.400000,915.000000,285.347697
7.000000,0.400000,920.000000,268.249651
7.000000,0.400000,925.000000,248.382852
7.000000,0.400000,930.000000,225.596673
7.000000,0.400000,935.000000,199.828930
7.000000,0.400000,940.000000,170.973182
7.000000,0.400000,945.000000,138.895464
7.000000,0.400000,950.000000,103.454699
7.000000,0.500000,800.000000,-317.931809
7.000000,0.500000,805.000000,-242.176858
7.000000,0.500000,810.000000,-173.077630
7.000000,0.500000,815.000000,-110.184317
7.000000,0.500000,820.000000,-53.086847
7.000000,0.500000,825.000000,-1.414211
7.000000,0.500000,830.000000,45.171438
7.000000,0.500000,835.000000,86.976672
7.000000,0.500000,840.000000,124.278701
7.000000,0.500000,845.000000,157.327801
7.000000,0.500000,850.000000,186.349024
7.000000,0.500000,855.000000,211.545808
7.000000,0.500000,860.000000,233.097651
7.000000,0.500000,865.000000,251.153879
7.000000,0.500000,870.000000,265.884375
7.000000,0.500000,875.000000,277.379461
7.000000,0.500000,880.000000,285.712212
7.000000,0.500000,885.000000,291.076333
7.000000,0.500000,890.000000,293.393830
7.000000,0.500000,895.000000,292.844416
7.000000,0.500000,900.000000,289.376382
7.000000,0.500000,905.000000,283.028648
7.000000,0.500000,910.000000,273.812509
7.000000,0.500000,915.000000,261.685613
7.000000,0.500000,920.000000,246.646484
7.000000,0.500000,925.000000,228.622433
7.000000,0.500000,930.000000,207.553639
7.000000,0.500000,935.000000,183.374626
7.000000,0.500000,940.000000,155.955972
7.000000,0.500000,945.000000,125.232430
7.000000,0.500000,950.000000,91.076362
7.000000,0.600000,800.000000,-454.346497
7.000000,0.600000,805.000000,-369.380488
7.000000,0.600000,810.000000,-291.650603
7.000000,0.600000,815.000000,-220.666660
7.000000,0.600000,820.000000,-155.981005
7.000000,0.600000,825.000000,-97.190732
7.000000,0.600000,830.000000,-43.926144
7.000000,0.600000,835.000000,4.144585
7.000000,0.600000,840.000000,47.324395
7.000000,0.600000,845.000000,85.886235
7.000000,0.600000,850.000000,120.076021
7.000000,0.600000,855.000000,150.115870
7.000000,0.600000,860.000000,176.203362
7.000000,0.600000,865.000000,198.509879
7.000000,0.600000,870.000000,217.191395
7.000000,0.600000,875.000000,232.396395
7.000000,0.600000,880.000000,244.240969
7.000000,0.600000,885.000000,252.796187
7.000000,0.600000,890.000000,258.161613
7.000000,0.600000,895.000000,260.379829
7.000000,0.600000,900.000000,259.494574
7.000000,0.600000,905.000000,255.604069
7.000000,0.600000,910.000000,248.597339
7.000000,0.600000,915.000000,238.566258
7.000000,0.600000,920.000000,225.455354
7.000000,0.600000,925.000000,209.248026
7.000000,0.600000,930.000000,189.843956
7.000000,0.600000,935.000000,167.198820
7.000000,0.600000,940.000000,141.197414
7.000000,0.600000,945.000000,111.805615
7.000000,0.600000,950.000000,78.835965
7.000000,0.700000,800.000000,-581.670118
7.000000,0.700000,805.000000,-488.284987
7.000000,0.700000,810.000000,-402.664352
7.000000,0.700000,815.000000,-324.280229
7.000000,0.700000,820.000000,-252.649764
7.000000,0.700000,825.000000,-187.340182
7.000000,0.700000,830.000000,-127.951990
7.000000,0.700000,835.000000,-74.129815
7.000000,0.700000,840.000000,-25.546792
7.000000,0.700000,845.000000,18.090998
7.000000,0.700000,850.000000,57.048643
7.000000,0.700000,855.000000,91.565266
7.000000,0.700000,860.000000,121.854798
7.000000,0.700000,865.000000,148.108672
7.000000,0.700000,870.000000,170.479548
7.000000,0.700000,875.000000,189.120911
7.000000,0.700000,880.000000,204.231705
7.000000,0.700000,885.000000,215.824062
7.000000,0.700000,890.000000,223.987917
7.000000,0.700000,895.000000,228.901544
7.000000,0.700000,900.000000,230.509051
7.000000,0.700000,905.000000,228.888012
7.000000,0.700000,910.000000,224.027433
7.000000,0.700000,915.000000,215.992462
7.000000,0.700000,920.000000,204.769135
7.000000,0.700000,925.000000,190.229592
7.000000,0.700000,930.000000,172.456099
7.000000,0.700000,935.000000,151.286422
7.000000,0.700000,940.000000,126.660331
7.000000,0.700000,945.000000,98.547012
7.000000,0.700000,950.000000,66.754117
7.000000,0.800000,800.000000,-701.509214
7.000000,0.800000,805.000000,-600.329607
7.000000,0.800000,810.000000,-507.403154
7.000000,0.800000,815.000000,-422.166181
7.000000,0.800000,820.000000,-344.102569
7.000000,0.800000,825.000000,-272.751295
7.000000,0.800000,830.000000,-207.684683
7.000000,0.800000,835.000000,-148.525106
7.000000,0.800000,840.000000,-94.923118
7.000000,0.800000,845.000000,-46.565056
7.000000,0.800000,850.000000,-3.167851
7.000000,0.800000,855.000000,35.523481
7.000000,0.800000,860.000000,69.738738
7.000000,0.800000,865.000000,99.678001
7.000000,0.800000,870.000000,125.526350
7.000000,0.800000,875.000000,147.438100
7.000000,0.800000,880.000000,165.580043
7.000000,0.800000,885.000000,180.035704
7.000000,0.800000,890.000000,190.917777
7.000000,0.800000,895.000000,198.269126
7.000000,0.800000,900.000000,202.263466
7.000000,0.800000,905.000000,202.841126
7.000000,0.800000,910.000000,200.028759
7.000000,0.800000,915.000000,193.907348
7.000000,0.800000,920.000000,184.466616
7.000000,0.800000,925.000000,171.590713
7.000000,0.800000,930.000000,155.354891
7.000000,0.800000,935.000000,135.634139
7.000000,0.800000,940.000000,112.335040
7.000000,0.800000,945.000000,85.455087
7.000000,0.800000,950.000000,54.786212
7.000000,0.900000,800.000000,-815.046436
7.000000,0.900000,805.000000,-706.580213
7.000000,0.900000,810.000000,-606.824206
7.000000,0.900000,815.000000,-515.180848
7.000000,0.900000,820.000000,-431.102386
7.000000,0.900000,825.000000,-354.100911
7.000000,0.900000,830.000000,-283.721901
7.000000,0.900000,835.000000,-219.566531
7.000000,0.900000,840.000000,-161.263843
7.000000,0.900000,845.000000,-108.481391
7.000000,0.900000,850.000000,-60.919028
7.000000,0.900000,855.000000,-18.306759
7.000000,0.900000,860.000000,19.599024
7.000000,0.900000,865.000000,52.996694
7.000000,0.900000,870.000000,82.117891
7.000000,0.900000,875.000000,107.130398
7.000000,0.900000,880.000000,128.148893
7.000000,0.900000,885.000000,145.318663
7.000000,0.900000,890.000000,158.749632
7.000000,0.900000,895.000000,168.493242
7.000000,0.900000,900.000000,174.731338
7.000000,0.900000,905.000000,177.401687
7.000000,0.900000,910.000000,176.598916
7.000000,0.900000,915.000000,172.280490
7.000000,0.900000,920.000000,164.526570
7.000000,0.900000,925.000000,153.308845
7.000000,0.900000,930.000000,138.551211
7.000000,0.900000,935.000000,120.216396
7.000000,0.900000,940.000000,98.212548
7.000000,0.900000,945.000000,72.543477
7.000000,0.900000,950.000000,42.988367
7.000000,1.000000,800.000000,-923.182343
7.000000,1.000000,805.000000,-807.852283
7.000000,1.000000,810.000000,-701.670730
7.000000,1.000000,815.000000,-603.986318
7.000000,1.000000,820.000000,-514.242533
7.000000,1.000000,825.000000,-431.918601
7.000000,1.000000,830.000000,-356.534306
7.000000,1.000000,835.000000,-287.670518
7.000000,1.000000,840.000000,-224.935667
7.000000,1.000000,845.000000,-167.979315
7.000000,1.000000,850.000000,-116.484967
7.000000,1.000000,855.000000,-70.168282
7.000000,1.000000,860.000000,-28.772489
7.000000,1.000000,865.000000,7.931339
7.000000,1.000000,870.000000,40.132834
7.000000,1.000000,875.000000,68.064446
7.000000,1.000000,880.000000,91.828121
7.000000,1.000000,885.000000,111.580801
7.000000,1.000000,890.000000,127.407142
7.000000,1.000000,895.000000,139.511278
7.000000,1.000000,900.000000,147.852149
7.000000,1.000000,905.000000,152.554572
7.000000,1.000000,910.000000,153.633489
7.000000,1.000000,915.000000,151.084492
7.000000,1.000000,920.000000,145.022454
7.000000,1.000000,925.000000,135.327658
7.000000,1.000000,930.000000,122.005415
7.000000,1.000000,935.000000,105.028480
7.000000,1.000000,940.000000,84.284476
7.000000,1.000000,945.000000,59.784226
7.000000,1.000000,950.000000,31.357321
7.000000,1.100000,800.000000,-1026.621475
7.000000,1.100000,805.000000,-904.786254
7.000000,1.100000,810.000000,-792.509817
7.000000,1.100000,815.000000,-689.107041
7.000000,1.100000,820.000000,-593.995220
7.000000,1.100000,825.000000,-506.627973
7.000000,1.100000,830.000000,-426.500403
7.000000,1.100000,835.000000,-353.173849
7.000000,1.100000,840.000000,-286.236918
7.000000,1.100000,845.000000,-225.321849
7.000000,1.100000,850.000000,-170.096416
7.000000,1.100000,855.000000,-120.262483
7.000000,1.100000,860.000000,-75.550638
7.000000,1.100000,865.000000,-35.726832
7.000000,1.100000,870.000000,-0.551249
7.000000,1.100000,875.000000,30.143484
7.000000,1.100000,880.000000,56.530455
7.000000,1.100000,885.000000,78.712079
7.000000,1.100000,890.000000,96.929691
7.000000,1.100000,895.000000,111.197228
7.000000,1.100000,900.000000,121.607579
7.000000,1.100000,905.000000,128.236454
7.000000,1.100000,910.000000,131.133796
7.000000,1.100000,915.000000,130.320343
7.000000,1.100000,920.000000,125.835111
7.000000,1.100000,925.000000,117.633542
7.000000,1.100000,930.000000,105.729701
7.000000,1.100000,935.000000,90.054085
7.000000,1.100000,940.000000,70.574653
7.000000,1.100000,945.000000,47.188706
7.000000,1.100000,950.000000,19.823679
7.000000,1.200000,800.000000,-1125.927348
7.000000,1.200000,805.000000,-997.906183
7.000000,1.200000,810.000000,-879.815015
7.000000,1.200000,815.000000,-770.966838
7.000000,1.200000,820.000000,-670.750386
7.000000,1.200000,825.000000,-578.574173
7.000000,1.200000,830.000000,-493.929978
7.000000,1.200000,835.000000,-416.353486
7.000000,1.200000,840.000000,-345.414166
7.000000,1.200000,845.000000,-280.727535
7.000000,1.200000,850.000000,-221.946166
7.000000,1.200000,855.000000,-168.758597
7.000000,1.200000,860.000000,-120.883217
7.000000,1.200000,865.000000,-78.064299
7.000000,1.200000,870.000000,-40.088182
7.000000,1.200000,875.000000,-6.726774
7.000000,1.200000,880.000000,22.150372
7.000000,1.200000,885.000000,46.760709
7.000000,1.200000,890.000000,67.181607
7.000000,1.200000,895.000000,83.537376
7.000000,1.200000,900.000000,95.893385
7.000000,1.200000,905.000000,104.427928
7.000000,1.200000,910.000000,109.080629
7.000000,1.200000,915.000000,109.888289
7.000000,1.200000,920.000000,106.980045
7.000000,1.200000,925.000000,100.240858
7.000000,1.200000,930.000000,89.687813
7.000000,1.200000,935.000000,75.302906
7.000000,1.200000,940.000000,57.006021
7.000000,1.200000,945.000000,34.751887
7.000000,1.200000,950.000000,8.400144
7.000000,1.300000,800.000000,-1221.559069
7.000000,1.300000,805.000000,-1087.612402
7.000000,1.300000,810.000000,-963.969223
7.000000,1.300000,815.000000,-849.914020
7.000000,1.300000,820.000000,-744.811069
7.000000,1.300000,825.000000,-648.042840
7.000000,1.300000,830.000000,-559.080398
7.000000,1.300000,835.000000,-477.440462
7.000000,1.300000,840.000000,-402.673991
7.000000,1.300000,845.000000,-334.380305
7.000000,1.300000,850.000000,-272.197251
7.000000,1.300000,855.000000,-215.800459
7.000000,1.300000,860.000000,-164.896494
7.000000,1.300000,865.000000,-119.217958
7.000000,1.300000,870.000000,-78.532792
7.000000,1.300000,875.000000,-42.631061
7.000000,1.300000,880.000000,-11.333520
7.000000,1.300000,885.000000,15.533563
7.000000,1.300000,890.000000,38.107336
7.000000,1.300000,895.000000,56.478049
7.000000,1.300000,900.000000,70.794920
7.000000,1.300000,905.000000,81.091871
7.000000,1.300000,910.000000,87.440682
7.000000,1.300000,915.000000,89.883220
7.000000,1.300000,920.000000,88.440568
7.000000,1.300000,925.000000,83.105978
7.000000,1.300000,930.000000,73.886533
7.000000,1.300000,935.000000,60.747323
7.000000,1.300000,940.000000,43.623987
7.000000,1.300000,945.000000,22.455112
7.000000,1.300000,950.000000,-2.851167
7.000000,1.400000,800.000000,-1313.896563
7.000000,1.400000,805.000000,-1174.262327
7.000000,1.400000,810.000000,-1045.290815
7.000000,1.400000,815.000000,-926.248411
7.000000,1.400000,820.000000,-816.447467
7.000000,1.400000,825.000000,-715.273548
7.000000,1.400000,830.000000,-622.174547
7.000000,1.400000,835.000000,-536.629890
7.000000,1.400000,840.000000,-458.191508
7.000000,1.400000,845.000000,-386.436698
7.000000,1.400000,850.000000,-320.989014
7.000000,1.400000,855.000000,-261.511541
7.000000,1.400000,860.000000,-207.699359
7.000000,1.400000,865.000000,-159.278214
7.000000,1.400000,870.000000,-116.016271
7.000000,1.400000,875.000000,-77.646659
7.000000,1.400000,880.000000,-44.016918
7.000000,1.400000,885.000000,-14.959656
7.000000,1.400000,890.000000,9.630942
7.000000,1.400000,895.000000,29.973112
7.000000,1.400000,900.000000,46.149702
7.000000,1.400000,905.000000,58.188585
7.000000,1.400000,910.000000,66.181209
7.000000,1.400000,915.000000,70.185217
7.000000,1.400000,920.000000,70.201344
7.000000,1.400000,925.000000,66.239443
7.000000,1.400000,930.000000,58.311935
7.000000,1.400000,935.000000,46.385594
7.000000,1.400000,940.000000,30.393346
7.000000,1.400000,945.000000,10.292761
7.000000,1.400000,950.000000,-14.006558
7.500000,0.400000,800.000000,-294.349766
7.500000,0.400000,805.000000,-226.637971
7.500000,0.400000,810.000000,-165.161365
7.500000,0.400000,815.000000,-109.496036
7.500000,0.400000,820.000000,-59.254952
7.500000,0.400000,825.000000,-14.087587
7.500000,0.400000,830.000000,26.325209
7.500000,0.400000,835.000000,62.273351
7.500000,0.400000,840.000000,94.017712
7.500000,0.400000,845.000000,121.795919
7.500000,0.400000,850.000000,145.820452
7.500000,0.400000,855.000000,166.278799
7.500000,0.400000,860.000000,183.339268
7.500000,0.400000,865.000000,197.149685
7.500000,0.400000,870.000000,207.825111
7.500000,0.400000,875.000000,215.505779
7.500000,0.400000,880.000000,220.248886
7.500000,0.400000,885.000000,222.136126
7.500000,0.400000,890.000000,221.188588
7.500000,0.400000,895.000000,217.532337
7.500000,0.400000,900.000000,211.112567
7.500000,0.400000,905.000000,201.943129
7.500000,0.400000,910.000000,190.020141
7.500000,0.400000,915.000000,175.314380
7.500000,0.400000,920.000000,157.748775
7.500000,0.400000,925.000000,137.345952
7.500000,0.400000,930.000000,113.955281
7.500000,0.400000,935.000000,87.506607
7.500000,0.400000,940.000000,57.870934
7.500000,0.400000,945.000000,24.967624
7.500000,0.400000,950.000000,-11.339367
7.500000,0.500000,800.000000,-447.145718
7.500000,0.500000,805.000000,-368.758235
7.500000,0.500000,810.000000,-297.287286
7.500000,0.500000,815.000000,-232.263743
7.500000,0.500000,820.000000,-173.258421
7.500000,0.500000,825.000000,-119.884998
7.500000,0.500000,830.000000,-71.787885
7.500000,0.500000,835.000000,-28.648708
7.500000,0.500000,840.000000,9.824090
7.500000,0.500000,845.000000,43.892941
7.500000,0.500000,850.000000,73.794118
7.500000,0.500000,855.000000,99.740268
7.500000,0.500000,860.000000,121.920402
7.500000,0.500000,865.000000,140.489488
7.500000,0.500000,870.000000,155.628587
7.500000,0.500000,875.000000,167.433684
7.500000,0.500000,880.000000,176.021622
7.500000,0.500000,885.000000,181.443706
7.500000,0.500000,890.000000,183.839074
7.500000,0.500000,895.000000,183.227971
7.500000,0.500000,900.000000,179.644159
7.500000,0.500000,905.000000,173.128057
7.500000,0.500000,910.000000,163.642116
7.500000,0.500000,915.000000,151.152303
7.500000,0.500000,920.000000,135.688648
7.500000,0.500000,925.000000,117.204900
7.500000,0.500000,930.000000,95.571235
7.500000,0.500000,935.000000,70.748013
7.500000,0.500000,940.000000,42.609387
7.500000,0.500000,945.000000,11.084098
7.500000,0.500000,950.000000,-23.980655
7.500000,0.600000,800.000000,-588.296605
7.500000,0.600000,805.000000,-500.319020
7.500000,0.600000,810.000000,-419.863274
7.500000,0.600000,815.000000,-346.418486
7.500000,0.600000,820.000000,-279.516609
7.500000,0.600000,825.000000,-218.738317
7.500000,0.600000,830.000000,-163.695060
7.500000,0.600000,835.000000,-114.042282
7.500000,0.600000,840.000000,-69.461733
7.500000,0.600000,845.000000,-29.667409
7.500000,0.600000,850.000000,5.598701
7.500000,0.600000,855.000000,36.568762
7.500000,0.600000,860.000000,63.450715
7.500000,0.600000,865.000000,86.424681
7.500000,0.600000,870.000000,105.668561
7.500000,0.600000,875.000000,121.309695
7.500000,0.600000,880.000000,133.436399
7.500000,0.600000,885.000000,142.265239
7.500000,0.600000,890.000000,147.763321
7.500000,0.600000,895.000000,150.008717
7.500000,0.600000,900.000000,149.134799
7.500000,0.600000,905.000000,145.097501
7.500000,0.600000,910.000000,137.918610
7.500000,0.600000,915.000000,127.601568
7.500000,0.600000,920.000000,114.124959
7.500000,0.600000,925.000000,97.419160
7.500000,0.600000,930.000000,77.515650
7.500000,0.600000,935.000000,54.268419
7.500000,0.600000,940.000000,27.574565
7.500000,0.600000,945.000000,-2.589509
7.500000,0.600000,950.000000,-36.419509
7.500000,0.700000,800.000000,-720.117808
7.500000,0.700000,805.000000,-623.373774
7.500000,0.700000,810.000000,-534.702154
7.500000,0.700000,815.000000,-453.552968
7.500000,0.700000,820.000000,-379.421769
